epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.911,3.03155,4.89553,3.96157,0.17472,0.04895,0.00879,0.00249,2.48975,4.42122,3.33067,0.000207597,0.000207597,0.000207597
2,254.666,2.20038,3.69218,2.55989,0.25714,0.20315,0.08883,0.05135,1.60538,2.73661,2.03113,0.000407695,0.000407695,0.000407695
3,374.053,1.63412,2.86612,1.93078,0.32182,0.24695,0.18701,0.12118,1.28675,2.3586,1.6931,0.000599543,0.000599543,0.000599543
4,492.922,1.41417,2.48683,1.71214,0.26135,0.43732,0.29393,0.20792,1.06668,1.88722,1.47799,0.000587875,0.000587875,0.000587875
5,611.057,1.2985,2.25176,1.61685,0.4028,0.45027,0.36102,0.26449,0.97314,1.76801,1.39619,0.0005755,0.0005755,0.0005755
6,731.546,1.2154,2.08869,1.53969,0.44716,0.47037,0.41044,0.31069,0.88424,1.71724,1.3017,0.000563125,0.000563125,0.000563125
7,850.121,1.1574,1.9387,1.49189,0.45748,0.40598,0.39806,0.3083,0.8756,1.62936,1.31365,0.00055075,0.00055075,0.00055075
8,966.821,1.11696,1.85881,1.46401,0.42392,0.45951,0.44466,0.34775,0.77457,1.55128,1.23221,0.000538375,0.000538375,0.000538375
9,1082.98,1.07561,1.77882,1.42433,0.59377,0.51245,0.52799,0.42354,0.76453,1.37875,1.21714,0.000526,0.000526,0.000526
10,1198.88,1.03604,1.68514,1.39248,0.61045,0.49821,0.55444,0.45123,0.74726,1.32262,1.20402,0.000513625,0.000513625,0.000513625
11,1314.32,1.01134,1.63766,1.37694,0.66136,0.53287,0.58231,0.47843,0.70971,1.25365,1.16666,0.00050125,0.00050125,0.00050125
12,1431.44,0.99073,1.57355,1.35562,0.6674,0.57192,0.61017,0.50092,0.68194,1.18465,1.13944,0.000488875,0.000488875,0.000488875
13,1548.1,0.95418,1.53392,1.33128,0.72452,0.53767,0.64575,0.53136,0.68903,1.13836,1.15044,0.0004765,0.0004765,0.0004765
14,1665.89,0.9432,1.46834,1.31573,0.66584,0.61449,0.65072,0.55066,0.634,1.10276,1.11027,0.000464125,0.000464125,0.000464125
15,1782.65,0.92228,1.43882,1.31536,0.70518,0.5803,0.66893,0.5676,0.62923,1.04395,1.1084,0.00045175,0.00045175,0.00045175
16,1898.84,0.91613,1.40527,1.30239,0.62822,0.6611,0.68691,0.5753,0.63276,1.02964,1.0884,0.000439375,0.000439375,0.000439375
17,2015.24,0.90572,1.37237,1.29531,0.72323,0.6392,0.6896,0.58737,0.59857,1.01617,1.07945,0.000427,0.000427,0.000427
18,2131.29,0.88663,1.34559,1.2834,0.67808,0.64228,0.69762,0.59657,0.59248,0.96349,1.08186,0.000414625,0.000414625,0.000414625
19,2247.45,0.87972,1.29763,1.27958,0.6555,0.61344,0.69075,0.5953,0.59444,0.94399,1.08447,0.00040225,0.00040225,0.00040225
20,2364.62,0.86859,1.28289,1.27105,0.83083,0.58638,0.71945,0.62643,0.57422,0.92613,1.06329,0.000389875,0.000389875,0.000389875
21,2481.66,0.85957,1.2583,1.26258,0.68655,0.70747,0.75622,0.65544,0.56606,0.8508,1.04792,0.0003775,0.0003775,0.0003775
22,2600.71,0.84925,1.22406,1.25047,0.73726,0.61516,0.69753,0.60357,0.54398,0.96031,1.03396,0.000365125,0.000365125,0.000365125
23,2717.45,0.83536,1.20276,1.24585,0.81868,0.65571,0.75648,0.65985,0.53215,0.81714,1.03257,0.00035275,0.00035275,0.00035275
24,2833.49,0.82588,1.1892,1.2417,0.79897,0.643,0.75834,0.66334,0.53011,0.83239,1.02682,0.000340375,0.000340375,0.000340375
25,2948.21,0.82529,1.17859,1.23931,0.74374,0.71279,0.77674,0.68018,0.53085,0.78728,1.0222,0.000328,0.000328,0.000328
26,3063.88,0.81852,1.14691,1.22898,0.88116,0.66477,0.79004,0.69205,0.52371,0.73984,1.02919,0.000315625,0.000315625,0.000315625
27,3180.57,0.79787,1.1188,1.21773,0.8516,0.62918,0.75797,0.67128,0.51309,0.77355,1.01354,0.00030325,0.00030325,0.00030325
28,3296.95,0.80068,1.12621,1.22396,0.77928,0.66417,0.77008,0.67625,0.51556,0.79204,1.00874,0.000290875,0.000290875,0.000290875
29,3409.12,0.78919,1.09988,1.21233,0.84594,0.68946,0.78888,0.69926,0.49944,0.72754,1.00263,0.0002785,0.0002785,0.0002785
30,3522.52,0.78484,1.07621,1.21075,0.81577,0.70819,0.79629,0.70707,0.48841,0.69869,1.0002,0.000266125,0.000266125,0.000266125
31,3632.59,0.77741,1.0646,1.20957,0.76658,0.7688,0.82084,0.73091,0.4799,0.69409,0.99447,0.00025375,0.00025375,0.00025375
32,3743.15,0.77739,1.04352,1.20392,0.7834,0.75566,0.81394,0.721,0.48853,0.69105,0.99702,0.000241375,0.000241375,0.000241375
33,3858.8,0.76268,1.02774,1.19711,0.8115,0.72567,0.81048,0.72613,0.46966,0.68829,0.98549,0.000229,0.000229,0.000229
34,3969.61,0.75962,1.01929,1.19348,0.80065,0.74266,0.81627,0.736,0.47411,0.67904,0.98685,0.000216625,0.000216625,0.000216625
35,4081.58,0.75624,0.9961,1.19402,0.8641,0.72174,0.81896,0.73477,0.46948,0.66694,0.98293,0.00020425,0.00020425,0.00020425
36,4191.99,0.74719,0.98849,1.19287,0.8346,0.72456,0.81515,0.72963,0.46412,0.64457,0.98103,0.000191875,0.000191875,0.000191875
37,4305.55,0.75187,0.98891,1.19507,0.81421,0.74544,0.81441,0.7343,0.46741,0.64849,0.98841,0.0001795,0.0001795,0.0001795
38,4418.64,0.74123,0.96897,1.18145,0.83519,0.7411,0.82062,0.73681,0.45727,0.6454,0.9792,0.000167125,0.000167125,0.000167125
39,4527.43,0.74143,0.97214,1.18857,0.83317,0.76116,0.84086,0.75689,0.44961,0.63036,0.97249,0.00015475,0.00015475,0.00015475
40,4637.26,0.72677,0.951,1.17378,0.81879,0.76974,0.83772,0.75255,0.45298,0.60714,0.975,0.000142375,0.000142375,0.000142375
41,4794.65,0.53139,0.7497,1.02397,0.80364,0.73303,0.82612,0.74693,0.45095,0.61101,0.96774,0.00013,0.00013,0.00013
42,4903.81,0.51489,0.70945,1.01629,0.84635,0.69776,0.81845,0.73761,0.45265,0.64329,0.96519,0.000117625,0.000117625,0.000117625
43,5011.52,0.51313,0.7062,1.0144,0.85794,0.74886,0.85209,0.77029,0.43502,0.58614,0.95231,0.00010525,0.00010525,0.00010525
44,5119.27,0.50296,0.69329,0.99904,0.87274,0.7034,0.82928,0.75328,0.44453,0.61433,0.95773,9.2875e-05,9.2875e-05,9.2875e-05
45,5227.13,0.49595,0.67707,0.99501,0.86199,0.73748,0.84094,0.76029,0.43635,0.5864,0.95356,8.05e-05,8.05e-05,8.05e-05
46,5334.85,0.48568,0.6648,0.98815,0.83016,0.77717,0.85298,0.77561,0.429,0.56262,0.94845,6.8125e-05,6.8125e-05,6.8125e-05
47,5441.55,0.48478,0.64769,0.99305,0.85322,0.74871,0.85226,0.77741,0.42141,0.55182,0.94396,5.575e-05,5.575e-05,5.575e-05
48,5560.62,0.47231,0.63555,0.97781,0.81475,0.81503,0.85968,0.7823,0.42452,0.54321,0.94694,4.3375e-05,4.3375e-05,4.3375e-05
49,5676.28,0.47119,0.63672,0.98419,0.80614,0.80977,0.85415,0.77707,0.42224,0.54744,0.9446,3.1e-05,3.1e-05,3.1e-05
50,5785.4,0.47447,0.63102,0.9845,0.80736,0.80029,0.85966,0.78721,0.41969,0.54113,0.94147,1.8625e-05,1.8625e-05,1.8625e-05
