epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4746.15,0.73819,0.95322,1.19086,0.7755,0.78708,0.83422,0.75192,0.44318,0.596,0.972,0.000371313,0.000371313,0.000371313
43,4870.43,0.72844,0.93344,1.18539,0.83128,0.75258,0.8383,0.76147,0.43604,0.62479,0.96456,0.000365125,0.000365125,0.000365125
44,4994.53,0.72665,0.93064,1.19007,0.89237,0.72535,0.8352,0.75494,0.44591,0.60445,0.97019,0.000358938,0.000358938,0.000358938
45,5120.23,0.71427,0.90518,1.17265,0.7409,0.81548,0.84529,0.76346,0.43529,0.60407,0.9584,0.00035275,0.00035275,0.00035275
46,5244.35,0.72363,0.90368,1.18348,0.81959,0.77595,0.8538,0.77012,0.43326,0.57977,0.96272,0.000346563,0.000346563,0.000346563
47,5369.69,0.71066,0.90335,1.17425,0.89656,0.7204,0.84353,0.76648,0.42928,0.59203,0.95059,0.000340375,0.000340375,0.000340375
48,5500.61,0.70748,0.88765,1.17877,0.79969,0.78187,0.84906,0.76895,0.43242,0.59748,0.96676,0.000334188,0.000334188,0.000334188
49,5628.1,0.71168,0.87451,1.17596,0.83032,0.7828,0.85756,0.77478,0.42719,0.5877,0.95335,0.000328,0.000328,0.000328
50,5756.87,0.70454,0.87767,1.16847,0.86781,0.76839,0.84756,0.7714,0.42079,0.56591,0.95076,0.000321812,0.000321812,0.000321812
51,5883.59,0.69897,0.85535,1.16179,0.78615,0.78563,0.82883,0.75221,0.41901,0.58833,0.94931,0.000315625,0.000315625,0.000315625
52,6010.14,0.70471,0.86786,1.17142,0.85488,0.76382,0.86392,0.78457,0.41842,0.55659,0.95079,0.000309437,0.000309437,0.000309437
53,6131.62,0.68528,0.85434,1.15865,0.81139,0.78265,0.85448,0.77413,0.41613,0.56099,0.94655,0.00030325,0.00030325,0.00030325
54,6254.38,0.69393,0.8555,1.16272,0.82102,0.78306,0.84979,0.76888,0.41212,0.57537,0.94138,0.000297063,0.000297063,0.000297063
55,6380.6,0.69315,0.85879,1.16215,0.80052,0.83594,0.86142,0.78579,0.40599,0.54973,0.94006,0.000290875,0.000290875,0.000290875
56,6509.83,0.68049,0.83675,1.14899,0.82186,0.81832,0.88189,0.80378,0.40207,0.55007,0.9351,0.000284688,0.000284688,0.000284688
57,6633.98,0.67569,0.83686,1.14869,0.84839,0.79388,0.87374,0.79562,0.40045,0.54527,0.93358,0.0002785,0.0002785,0.0002785
58,6758.9,0.68284,0.84395,1.15599,0.82403,0.78846,0.85392,0.77861,0.40498,0.55728,0.9354,0.000272313,0.000272313,0.000272313
59,6885.48,0.67156,0.81727,1.15025,0.85965,0.79095,0.87522,0.79675,0.40185,0.53302,0.93787,0.000266125,0.000266125,0.000266125
60,7016.3,0.68108,0.82643,1.15586,0.83942,0.8316,0.88811,0.80994,0.39855,0.53,0.93445,0.000259938,0.000259938,0.000259938
61,7140.35,0.67407,0.81278,1.14822,0.8381,0.82913,0.88261,0.80193,0.39123,0.52695,0.92755,0.00025375,0.00025375,0.00025375
62,7265.81,0.66534,0.79814,1.13888,0.83705,0.8214,0.88206,0.80417,0.39728,0.51432,0.93124,0.000247563,0.000247563,0.000247563
63,7390.21,0.67126,0.80346,1.14619,0.84759,0.82628,0.88533,0.80968,0.39133,0.52175,0.92673,0.000241375,0.000241375,0.000241375
64,7514.92,0.66737,0.81196,1.14619,0.82463,0.83592,0.88884,0.81285,0.39124,0.50885,0.92801,0.000235188,0.000235188,0.000235188
65,7639.63,0.67028,0.79291,1.148,0.88576,0.78885,0.88973,0.81603,0.39515,0.51533,0.92854,0.000229,0.000229,0.000229
66,7765.33,0.65703,0.78515,1.13613,0.87386,0.79126,0.87811,0.80371,0.39674,0.51126,0.92901,0.000222813,0.000222813,0.000222813
67,7892.86,0.65654,0.76895,1.1364,0.84961,0.82798,0.89099,0.81791,0.38923,0.49556,0.92512,0.000216625,0.000216625,0.000216625
68,8018.43,0.65961,0.76973,1.13696,0.89003,0.79849,0.89301,0.81383,0.38683,0.49753,0.92319,0.000210437,0.000210437,0.000210437
69,8141.08,0.65883,0.76866,1.13648,0.86848,0.81881,0.89323,0.81887,0.38534,0.47951,0.92432,0.00020425,0.00020425,0.00020425
70,8263.63,0.64556,0.7596,1.12954,0.8602,0.81581,0.89595,0.81803,0.38408,0.49345,0.92072,0.000198063,0.000198063,0.000198063
71,8385.64,0.65015,0.76317,1.1309,0.8588,0.82049,0.89004,0.81271,0.38466,0.48849,0.9229,0.000191875,0.000191875,0.000191875
72,8509.79,0.64579,0.74733,1.1369,0.87251,0.81797,0.89486,0.81719,0.38062,0.48289,0.9188,0.000185688,0.000185688,0.000185688
73,8634.04,0.64954,0.75227,1.13094,0.9017,0.80135,0.89146,0.81548,0.38815,0.48302,0.92744,0.0001795,0.0001795,0.0001795
74,8760.56,0.64435,0.73695,1.12843,0.88728,0.81843,0.89361,0.8169,0.38226,0.48862,0.92403,0.000173313,0.000173313,0.000173313
75,8885.52,0.64165,0.74597,1.12372,0.88503,0.82381,0.89518,0.81617,0.38536,0.47924,0.92404,0.000167125,0.000167125,0.000167125
76,9007.52,0.64007,0.74367,1.12798,0.87637,0.83714,0.89777,0.82522,0.37976,0.46785,0.91948,0.000160938,0.000160938,0.000160938
77,9131.4,0.63144,0.73537,1.11819,0.88201,0.82516,0.90201,0.82603,0.37904,0.47404,0.91766,0.00015475,0.00015475,0.00015475
78,9272.33,0.63462,0.73027,1.12617,0.89445,0.80744,0.90149,0.82688,0.37964,0.47516,0.91867,0.000148563,0.000148563,0.000148563
79,9425.37,0.63296,0.71952,1.12455,0.88821,0.82299,0.89506,0.82187,0.38071,0.47013,0.92132,0.000142375,0.000142375,0.000142375
80,9556.43,0.64285,0.73515,1.13061,0.88373,0.81804,0.90192,0.82859,0.3797,0.46537,0.92033,0.000136187,0.000136187,0.000136187
81,9700.58,0.63584,0.72744,1.12478,0.8645,0.83442,0.90442,0.83012,0.37449,0.46754,0.91385,0.00013,0.00013,0.00013
82,9835.39,0.62624,0.70987,1.11888,0.89804,0.80793,0.90298,0.82749,0.37508,0.46235,0.91617,0.000123812,0.000123812,0.000123812
83,9963.21,0.62572,0.69251,1.11246,0.87982,0.81651,0.89736,0.82207,0.37483,0.47291,0.91645,0.000117625,0.000117625,0.000117625
