epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
38,4017.57,1.09159,1.88679,1.57199,0.57342,0.54028,0.54211,0.4453,0.71896,1.34992,1.26534,0.000501375,0.000167125,0.000501375,0.000167125,0.000501375,0.000167125,0.000501375,0.000167125
39,4141.58,1.07517,1.87189,1.56104,0.59983,0.52183,0.5514,0.45088,0.72027,1.32786,1.26139,0.00046425,0.00015475,0.00046425,0.00015475,0.00046425,0.00015475,0.00046425,0.00015475
40,4253.64,1.06865,1.85348,1.56221,0.4837,0.54364,0.54552,0.44493,0.71965,1.34752,1.26314,0.000427125,0.000142375,0.000427125,0.000142375,0.000427125,0.000142375,0.000427125,0.000142375
41,4375.83,0.82623,1.83336,1.35368,0.63017,0.52903,0.55294,0.45218,0.71541,1.33394,1.2586,0.00039,0.00013,0.00039,0.00013,0.00039,0.00013,0.00039,0.00013
42,4479.69,0.81673,1.76193,1.34227,0.64153,0.48852,0.56014,0.46454,0.70281,1.3225,1.24742,0.000352875,0.000117625,0.000352875,0.000117625,0.000352875,0.000117625,0.000352875,0.000117625
43,4580.96,0.80046,1.73706,1.33324,0.67378,0.51707,0.56679,0.47102,0.69401,1.29903,1.23524,0.00031575,0.00010525,0.00031575,0.00010525,0.00031575,0.00010525,0.00031575,0.00010525
44,4681.76,0.79623,1.71758,1.32778,0.66598,0.52209,0.57351,0.47472,0.6914,1.29377,1.23566,0.000278625,9.2875e-05,0.000278625,9.2875e-05,0.000278625,9.2875e-05,0.000278625,9.2875e-05
45,4783.27,0.78714,1.71116,1.32112,0.64791,0.52006,0.57165,0.47163,0.69307,1.29301,1.22992,0.0002415,8.05e-05,0.0002415,8.05e-05,0.0002415,8.05e-05,0.0002415,8.05e-05
46,4885.75,0.78471,1.67881,1.31543,0.66816,0.52784,0.57931,0.48404,0.6879,1.27766,1.22605,0.000204375,6.8125e-05,0.000204375,6.8125e-05,0.000204375,6.8125e-05,0.000204375,6.8125e-05
47,4986.73,0.78491,1.6651,1.30796,0.69105,0.50321,0.57845,0.48456,0.67463,1.26178,1.21726,0.00016725,5.575e-05,0.00016725,5.575e-05,0.00016725,5.575e-05,0.00016725,5.575e-05
48,5088.82,0.77837,1.66984,1.30518,0.63191,0.55004,0.58226,0.4867,0.67614,1.25589,1.21823,0.000130125,4.3375e-05,0.000130125,4.3375e-05,0.000130125,4.3375e-05,0.000130125,4.3375e-05
49,5196.46,0.7744,1.65889,1.30357,0.64829,0.53584,0.57875,0.48257,0.67908,1.25577,1.21653,9.3e-05,3.1e-05,9.3e-05,3.1e-05,9.3e-05,3.1e-05,9.3e-05,3.1e-05
50,5299.22,0.78178,1.66439,1.30816,0.65895,0.5347,0.58064,0.48341,0.67507,1.25496,1.21473,5.5875e-05,1.8625e-05,5.5875e-05,1.8625e-05,5.5875e-05,1.8625e-05,5.5875e-05,1.8625e-05
